ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus,BaseFreightCost
SHP-0012125,PO-SYN-0006914,WH-42,FedEx,Air Freight,28-09-2024,13-10-2024,24-10-2024,2022.23,USD,Scheduled,13301
SHP-0012126,PO-SYN-0006067,WH-27,FedEx,Ocean Freight,24-03-2025,08-04-2025,15-04-2025,1674.83,USD,Delivered,10427.06
SHP-0012127,PO-SYN-0001956,WH-40,MSC Logistics,Air Freight,23-05-2026,07-06-2026,05-06-2026,7007.34,USD,Delayed_Weather,21341.87
SHP-0012128,PO-SYN-0006823,WH-31,FedEx,Ocean Freight,04-01-2026,19-01-2026,21-01-2026,1561.89,USD,Delivered,9397.85
SHP-0012129,PO-SYN-0007563,WH-02,DHL Express,Truck,06-05-2026,21-05-2026,24-05-2026,7449.11,USD,Delayed_Weather,22924.51
SHP-0012130,PO-SYN-0010378,WH-13,DHL,Ocean Freight,24-06-2024,09-07-2024,20-07-2024,2261.04,USD,Delayed_Weather,7899.71
SHP-0012131,PO-SYN-0019124,WH-11,FedEx,Air Freight,13-07-2025,28-07-2025,06-08-2025,292.22,USD,Delivered,1494.18
SHP-0012132,PO-SYN-0003684,WH-20,Maersk Line,Air Freight,22-05-2026,06-06-2026,14-06-2026,4260.23,USD,Delivered,20117.28
SHP-0012133,PO-SYN-0010577,WH-41,Maersk,Ocean Freight,04-06-2025,19-06-2025,28-06-2025,2295.61,USD,Port_Customs_Hold,6612.08
SHP-0012134,PO-SYN-0011264,WH-32,MSC Logistics,Air Freight,06-03-2026,21-03-2026,14-03-2026,1204.21,USD,Delivered,6046.37
SHP-0012135,PO-SYN-0000403,WH-21,Maersk,Truck,25-07-2025,09-08-2025,17-08-2025,4358.27,USD,Delivered,17402.45
SHP-0012136,PO-SYN-0008240,WH-25,Maersk,Air Freight,18-01-2025,02-02-2025,23-02-2025,4097.21,USD,Delivered,19760.73
SHP-0012137,PO-SYN-0009498,WH-29,MSC Logistics,Air Freight,21-09-2024,06-10-2024,24-09-2024,1716.75,USD,Delivered,6804.54
SHP-0012138,PO-SYN-0003685,WH-06,DB Schenker,Ocean Freight,13-03-2025,28-03-2025,08-04-2025,6459.26,USD,In_Transit,0
SHP-0012139,PO-SYN-0013922,WH-07,DHL Express,Ocean Freight,05-02-2024,20-02-2024,12-03-2024,1505.15,USD,Delivered,4775.04
SHP-0012140,PO-SYN-0010795,WH-49,FedEx,Ocean Freight,02-08-2024,17-08-2024,23-08-2024,3242.26,USD,Port_Customs_Hold,6152.255
SHP-0012141,PO-SYN-0005325,WH-01,DB Schenker,Ocean Freight,24-12-2025,08-01-2026,18-01-2026,389.32,USD,Scheduled,1923.6
SHP-0012142,PO-SYN-0013705,WH-08,FedEx Express,Road Transport,12-02-2025,27-02-2025,22-02-2025,1721.49,USD,Delivered,8025.57
SHP-0012143,PO-SYN-0010533,WH-13,DHL Express,Road Transport,11-06-2024,26-06-2024,27-06-2024,3583.89,USD,Port_Customs_Hold,10606.33
SHP-0012144,PO-SYN-0012579,WH-06,DHL,Truck,26-10-2024,10-11-2024,20-11-2024,3008.77,USD,Port_Customs_Hold,18975.79
SHP-0012145,PO-SYN-0013535,WH-27,FedEx,Ocean Freight,03-11-2025,18-11-2025,27-11-2025,2520.46,USD,In_Transit,12490.72
SHP-0012146,PO-SYN-0013400,WH-15,FedEx,Ocean Freight,02-09-2025,17-09-2025,27-09-2025,4823.17,USD,Delayed_Weather,16323.84
SHP-0012147,PO-SYN-0011203,WH-24,FedEx,Air Freight,21-01-2026,05-02-2026,09-02-2026,4221.4,USD,Scheduled,14398.88
SHP-0012148,PO-SYN-0003146,WH-38,DHL,Ocean Freight,03-04-2024,18-04-2024,13-05-2024,7199.81,USD,Delivered,22497.95
SHP-0012149,PO-SYN-0006777,WH-20,FedEx,Truck,30-10-2025,14-11-2025,25-11-2025,6253.74,USD,Delayed_Weather,18558.88
SHP-0012150,PO-SYN-0000974,WH-47,FedEx,Ocean Freight,13-08-2024,28-08-2024,08-08-2024,5473.38,USD,Delivered,16844.12
SHP-0012151,PO-SYN-0008140,WH-31,DB Schenker,Air Freight,02-03-2024,17-03-2024,24-03-2024,4686.69,USD,Scheduled,16338.94
SHP-0012152,PO-SYN-0004951,WH-40,FedEx,Road Transport,17-02-2025,04-03-2025,25-02-2025,2313.15,USD,Delivered,13749.22
SHP-0012153,PO-SYN-0016453,WH-07,Maersk Line,Air Freight,20-09-2024,05-10-2024,07-10-2024,5089.14,USD,Scheduled,18601.98
SHP-0012154,PO-SYN-0002563,WH-04,FedEx Express,Ocean Freight,11-11-2025,26-11-2025,07-12-2025,3047.55,USD,Delayed_Weather,10338.6
SHP-0012155,PO-SYN-0005660,WH-36,FedEx Express,Ocean Freight,07-03-2024,22-03-2024,25-03-2024,7412.29,USD,Delayed_Weather,22829.47
SHP-0012156,PO-SYN-0001190,WH-37,MSC Logistics,Truck,19-01-2025,03-02-2025,06-02-2025,1121.68,USD,In_Transit,4552.6
SHP-0012157,PO-SYN-0001298,WH-14,FedEx,Road Transport,02-09-2024,17-09-2024,16-09-2024,1865.75,USD,Port_Customs_Hold,9205.65
SHP-0012158,PO-SYN-0007473,WH-46,DB Schenker,Air Freight,24-09-2024,09-10-2024,19-10-2024,4102.71,USD,Delayed_Weather,23233.17
SHP-0012159,PO-SYN-0015840,WH-21,DHL,Air Freight,08-08-2025,23-08-2025,03-09-2025,7434.84,USD,Delayed_Weather,24351.97
SHP-0012160,PO-SYN-0016512,WH-09,FedEx,Air Freight,31-01-2024,15-02-2024,10-02-2024,3621.46,USD,Delivered,20231.36
SHP-0012161,PO-SYN-0019667,WH-41,DHL Express,Ocean Freight,19-01-2026,03-02-2026,12-02-2026,163.67,USD,Delivered,1230.78
SHP-0012162,PO-SYN-0000445,WH-05,MSC Logistics,Air Freight,08-02-2026,23-02-2026,01-03-2026,288.96,USD,Delayed_Weather,1741.32
SHP-0012163,PO-SYN-0015090,WH-09,DHL,Truck,25-09-2025,10-10-2025,17-10-2025,3752.88,USD,Port_Customs_Hold,11188.12
SHP-0012164,PO-SYN-0006137,WH-07,Maersk,Ocean Freight,18-10-2025,02-11-2025,13-11-2025,3313.32,USD,Delayed_Weather,18488.33
SHP-0012165,PO-SYN-0009692,WH-09,DHL Express,Air Freight,05-03-2026,20-03-2026,21-03-2026,821.45,USD,In_Transit,6803.92
SHP-0012166,PO-SYN-0012539,WH-22,Maersk Line,Air Freight,02-02-2026,17-02-2026,15-02-2026,2706.1,USD,Delayed_Weather,0
SHP-0012167,PO-SYN-0018974,WH-47,MSC Logistics,Air Freight,20-03-2026,04-04-2026,02-04-2026,3867.39,USD,Delayed_Weather,13822.5
SHP-0012168,PO-SYN-0000484,WH-22,Maersk,Truck,20-03-2026,04-04-2026,13-04-2026,4995.7,USD,Port_Customs_Hold,17381.09
SHP-0012169,PO-SYN-0006877,WH-42,DHL Express,Ocean Freight,23-03-2026,07-04-2026,09-04-2026,3531.92,USD,Delayed_Weather,13235.02
SHP-0012170,PO-SYN-0015871,WH-18,Maersk Line,Air Freight,29-04-2025,14-05-2025,21-05-2025,3671.13,USD,Port_Customs_Hold,12614.31
SHP-0012171,PO-SYN-0002734,WH-17,DHL,Road Transport,24-01-2025,08-02-2025,28-02-2025,1222.07,USD,Delivered,4089.45
SHP-0012172,PO-SYN-0011755,WH-12,MSC Logistics,Truck,03-03-2025,18-03-2025,16-03-2025,5288.75,USD,Delayed_Weather,19032.29
SHP-0012173,PO-SYN-0003359,WH-12,Maersk Line,Air Freight,05-04-2024,20-04-2024,23-04-2024,4051.35,USD,In_Transit,23241.04
SHP-0012174,PO-SYN-0011136,WH-29,FedEx,Ocean Freight,04-01-2026,19-01-2026,29-01-2026,2942.22,USD,Port_Customs_Hold,15991.46
SHP-0012175,PO-SYN-0010054,WH-32,MSC Logistics,Air Freight,07-01-2026,22-01-2026,02-01-2026,4586.54,USD,Delivered,15792.79
SHP-0012176,PO-SYN-0018595,WH-22,DHL,Truck,31-07-2024,15-08-2024,21-08-2024,490.52,USD,Delivered,1597.42
SHP-0012177,PO-SYN-0012810,WH-32,FedEx,Ocean Freight,31-01-2025,15-02-2025,11-02-2025,3186.63,USD,Delivered,10995.43
SHP-0012178,PO-SYN-0001507,WH-47,DHL Express,Ocean Freight,07-11-2025,22-11-2025,24-11-2025,2701.24,USD,Port_Customs_Hold,16319.88
SHP-0012179,PO-SYN-0002651,WH-31,DB Schenker,Truck,19-02-2024,05-03-2024,15-03-2024,5647.86,USD,In_Transit,21962.81
SHP-0012180,PO-SYN-0009520,WH-29,DHL Express,Air Freight,02-04-2024,17-04-2024,23-04-2024,3348.89,USD,Port_Customs_Hold,0
SHP-0012181,PO-SYN-0018383,WH-15,FedEx,Road Transport,21-06-2025,06-07-2025,23-07-2025,149.05,USD,Delivered,555.52
SHP-0012182,PO-SYN-0016077,WH-03,Maersk,Air Freight,08-01-2026,23-01-2026,23-01-2026,302.08,USD,Delayed_Weather,1233.79
SHP-0012183,PO-SYN-0017160,WH-23,FedEx Express,Road Transport,29-10-2025,13-11-2025,04-12-2025,4413.52,USD,Delivered,16089.37
SHP-0012184,PO-SYN-0018881,WH-10,FedEx,Air Freight,07-06-2026,22-06-2026,11-07-2026,3306.08,USD,Delivered,11719.01
SHP-0012185,PO-SYN-0003786,WH-15,FedEx Express,Air Freight,01-05-2024,16-05-2024,26-05-2024,628.81,USD,In_Transit,2959.56
SHP-0012186,PO-SYN-0010528,WH-20,Maersk Line,Air Freight,15-09-2025,30-09-2025,03-10-2025,2797.67,USD,Port_Customs_Hold,14610.08
SHP-0012187,PO-SYN-0013394,WH-23,Maersk Line,Truck,07-01-2026,22-01-2026,01-02-2026,2315.71,USD,Scheduled,11484.35
SHP-0012188,PO-SYN-0009269,WH-29,DHL,Ocean Freight,02-10-2025,17-10-2025,23-10-2025,268.45,USD,Delayed_Weather,1376.53
SHP-0012189,PO-SYN-0005840,WH-33,DHL Express,Truck,26-03-2025,10-04-2025,17-04-2025,4903.26,USD,Port_Customs_Hold,18487.82
SHP-0012190,PO-SYN-0017453,WH-36,MSC Logistics,Ocean Freight,15-04-2026,30-04-2026,28-04-2026,5094.12,USD,Scheduled,15969.16
SHP-0012191,PO-SYN-0014658,WH-48,DHL Express,Air Freight,03-07-2024,18-07-2024,12-08-2024,4972.08,USD,Delivered,17483.53
SHP-0012192,PO-SYN-0016660,WH-35,DHL Express,Air Freight,26-11-2025,11-12-2025,17-12-2025,3354.02,USD,Port_Customs_Hold,11366.56
SHP-0012193,PO-SYN-0010240,WH-19,Maersk,Ocean Freight,22-10-2024,06-11-2024,11-11-2024,2930.32,USD,In_Transit,16029.49
SHP-0012194,PO-SYN-0006116,WH-41,FedEx Express,Truck,14-09-2025,29-09-2025,01-10-2025,3163.71,USD,Delivered,0
SHP-0012195,PO-SYN-0010227,WH-49,MSC Logistics,Ocean Freight,31-05-2025,15-06-2025,26-06-2025,896.44,USD,Scheduled,2635.52
SHP-0012196,PO-SYN-0001643,WH-28,Maersk,Ocean Freight,30-03-2026,14-04-2026,15-04-2026,2990.46,USD,Delayed_Weather,16647.91
SHP-0012197,PO-SYN-0005840,WH-30,FedEx Express,Air Freight,15-02-2025,02-03-2025,10-03-2025,712.04,USD,In_Transit,2341.01
SHP-0012198,PO-SYN-0008230,WH-31,FedEx,Truck,03-02-2025,18-02-2025,28-02-2025,1615.83,USD,Port_Customs_Hold,10210.17
SHP-0012199,PO-SYN-0009106,WH-27,FedEx,Truck,16-07-2024,31-07-2024,24-07-2024,6291,USD,Delivered,22065.47
SHP-0012200,PO-SYN-0017528,WH-44,DB Schenker,Air Freight,01-02-2026,16-02-2026,20-02-2026,6639.07,USD,Port_Customs_Hold,23104.58
SHP-0012201,PO-SYN-0001959,WH-24,DHL,Ocean Freight,10-02-2024,25-02-2024,24-02-2024,4065.66,USD,Delayed_Weather,13747.36
SHP-0012202,PO-SYN-0012154,WH-46,Maersk,Ocean Freight,17-10-2025,01-11-2025,07-11-2025,5283.07,USD,Scheduled,19186.48
SHP-0012203,PO-SYN-0003149,WH-36,DHL Express,Road Transport,11-12-2024,26-12-2024,05-01-2025,1664.41,USD,In_Transit,5466.81
SHP-0012204,PO-SYN-0008301,WH-32,Maersk Line,Ocean Freight,27-04-2026,12-05-2026,18-05-2026,5821.48,USD,Scheduled,18573.89
SHP-0012205,PO-SYN-0013463,WH-46,FedEx,Air Freight,21-02-2026,08-03-2026,13-03-2026,3905.8,USD,Delivered,21182.76
SHP-0012206,PO-SYN-0011975,WH-14,Maersk,Ocean Freight,11-02-2026,26-02-2026,02-03-2026,3660.63,USD,Scheduled,16031.28
SHP-0012207,PO-SYN-0001842,WH-30,FedEx Express,Air Freight,05-08-2024,20-08-2024,23-08-2024,1688.02,USD,Delayed_Weather,10666.1
SHP-0012208,PO-SYN-0018864,WH-15,FedEx,Road Transport,13-02-2026,28-02-2026,26-02-2026,5535.56,USD,Delayed_Weather,20290.18
SHP-0012209,PO-SYN-0001384,WH-48,FedEx,Truck,01-11-2025,16-11-2025,14-11-2025,4499.4,USD,Port_Customs_Hold,16276.42
SHP-0012210,PO-SYN-0008717,WH-40,DB Schenker,Air Freight,22-03-2025,06-04-2025,17-04-2025,2121.35,USD,Delayed_Weather,10935.8
SHP-0012211,PO-SYN-0010368,WH-10,FedEx,Ocean Freight,15-08-2025,30-08-2025,04-09-2025,4857.77,USD,Delayed_Weather,19835.56
SHP-0012212,PO-SYN-0017391,WH-47,DHL,Ocean Freight,12-12-2025,27-12-2025,25-12-2025,3335.73,USD,Delayed_Weather,14271.28
SHP-0012213,PO-SYN-0019980,WH-26,FedEx Express,Air Freight,12-07-2025,27-07-2025,15-07-2025,1333.72,USD,Delivered,7069.72
SHP-0012214,PO-SYN-0004704,WH-34,FedEx,Road Transport,13-02-2026,28-02-2026,05-03-2026,4695.99,USD,In_Transit,23773.26
SHP-0012215,PO-SYN-0016122,WH-21,DB Schenker,Truck,06-11-2025,21-11-2025,23-11-2025,7438.77,USD,In_Transit,21701.99
SHP-0012216,PO-SYN-0011051,WH-38,FedEx,Ocean Freight,18-12-2024,02-01-2025,04-01-2025,2175.93,USD,Scheduled,11641.86
SHP-0012217,PO-SYN-0018848,WH-17,DHL Express,Air Freight,30-08-2024,14-09-2024,13-09-2024,1404.41,USD,Port_Customs_Hold,5951.05
SHP-0012218,PO-SYN-0016895,WH-19,FedEx Express,Ocean Freight,06-05-2026,21-05-2026,19-05-2026,155.69,USD,Delivered,451.64
SHP-0012219,PO-SYN-0000944,WH-19,DB Schenker,Road Transport,26-12-2025,10-01-2026,10-01-2026,4268.57,USD,Delivered,16571.57
SHP-0012220,PO-SYN-0011561,WH-24,Maersk Line,Air Freight,29-09-2024,14-10-2024,22-10-2024,3676.32,USD,Scheduled,6152.255
SHP-0012221,PO-SYN-0016806,WH-11,FedEx,Air Freight,17-03-2026,01-04-2026,09-04-2026,3757.48,USD,Delivered,20663.31
SHP-0012222,PO-SYN-0017726,WH-47,FedEx,Ocean Freight,14-08-2024,29-08-2024,12-09-2024,989.13,USD,Delivered,0
SHP-0012223,PO-SYN-0012174,WH-38,DB Schenker,Truck,05-06-2025,20-06-2025,30-06-2025,1146.77,USD,Scheduled,8243.72
SHP-0012224,PO-SYN-0006793,WH-10,FedEx,Ocean Freight,06-12-2025,21-12-2025,26-12-2025,1894.72,USD,Delivered,6585.04
SHP-0012225,PO-SYN-0016395,WH-15,MSC Logistics,Road Transport,14-02-2024,29-02-2024,11-03-2024,5242.7,USD,Scheduled,18198.77
SHP-0012226,PO-SYN-0016882,WH-20,DB Schenker,Ocean Freight,27-04-2026,12-05-2026,10-05-2026,5820.34,USD,Scheduled,18186.92
SHP-0012227,PO-SYN-0014634,WH-08,DHL Express,Ocean Freight,25-07-2025,09-08-2025,09-08-2025,6624.12,USD,In_Transit,22928.26
SHP-0012228,PO-SYN-0000082,WH-41,MSC Logistics,Ocean Freight,27-01-2026,11-02-2026,14-02-2026,3591.75,USD,Scheduled,11244.88
SHP-0012229,PO-SYN-0009688,WH-32,Maersk,Air Freight,26-08-2024,10-09-2024,14-09-2024,1105.39,USD,Scheduled,5729.28
SHP-0012230,PO-SYN-0018175,WH-01,FedEx,Air Freight,16-01-2025,31-01-2025,20-02-2025,1878.57,USD,Delivered,6958.14
SHP-0012231,PO-SYN-0001236,WH-08,Maersk,Air Freight,26-10-2025,10-11-2025,17-11-2025,819.59,USD,Delayed_Weather,5059.79
SHP-0012232,PO-SYN-0015674,WH-38,FedEx,Ocean Freight,05-04-2025,20-04-2025,15-05-2025,1598.55,USD,Delivered,8114.75
SHP-0012233,PO-SYN-0013562,WH-46,DB Schenker,Air Freight,05-12-2025,20-12-2025,14-12-2025,2324.13,USD,Delivered,10028.6
SHP-0012234,PO-SYN-0002591,WH-36,MSC Logistics,Road Transport,30-05-2025,14-06-2025,08-07-2025,3475.23,USD,Delivered,12815.04
SHP-0012235,PO-SYN-0004247,WH-39,DHL,Ocean Freight,05-03-2024,20-03-2024,23-03-2024,3720.09,USD,Port_Customs_Hold,10838.12
SHP-0012236,PO-SYN-0016332,WH-38,Maersk Line,Truck,23-10-2025,07-11-2025,26-11-2025,1203.53,USD,Delivered,0
SHP-0012237,PO-SYN-0001018,WH-28,FedEx Express,Truck,09-03-2025,24-03-2025,13-03-2025,2896.46,USD,Delivered,23627.43
SHP-0012238,PO-SYN-0011882,WH-32,Maersk Line,Ocean Freight,14-06-2024,29-06-2024,02-07-2024,409.88,USD,Port_Customs_Hold,1843.24
SHP-0012239,PO-SYN-0009006,WH-48,FedEx Express,Ocean Freight,30-04-2024,15-05-2024,21-05-2024,1168.53,USD,In_Transit,3373.58
SHP-0012240,PO-SYN-0003157,WH-30,FedEx,Air Freight,06-11-2025,21-11-2025,20-11-2025,5999.77,USD,Port_Customs_Hold,18477.57
SHP-0012241,PO-SYN-0009771,WH-15,DB Schenker,Road Transport,14-10-2024,29-10-2024,02-11-2024,3992.56,USD,Port_Customs_Hold,17037.2
SHP-0012242,PO-SYN-0013284,WH-35,FedEx,Air Freight,22-04-2025,07-05-2025,01-05-2025,3487.78,USD,Delivered,10123.91
SHP-0012243,PO-SYN-0005687,WH-30,FedEx,Road Transport,03-07-2024,18-07-2024,17-07-2024,372.32,USD,Scheduled,1144.58
SHP-0012244,PO-SYN-0017072,WH-02,FedEx,Ocean Freight,15-03-2026,30-03-2026,10-04-2026,620.94,USD,Port_Customs_Hold,4814.2
SHP-0012245,PO-SYN-0002446,WH-11,Maersk Line,Air Freight,15-08-2025,30-08-2025,01-09-2025,4182.98,USD,In_Transit,21302.41
SHP-0012246,PO-SYN-0019239,WH-22,DB Schenker,Truck,31-05-2024,15-06-2024,23-06-2024,7960.25,USD,In_Transit,23316.87
SHP-0012247,PO-SYN-0000903,WH-03,Maersk,Ocean Freight,23-03-2024,07-04-2024,30-03-2024,3151.66,USD,Delivered,16270.12
SHP-0012248,PO-SYN-0003019,WH-24,DHL Express,Air Freight,29-01-2026,13-02-2026,28-02-2026,2303.6,USD,Delivered,7117.53
SHP-0012249,PO-SYN-0000092,WH-41,FedEx Express,Air Freight,27-03-2026,11-04-2026,11-04-2026,6404.47,USD,In_Transit,21855.45
SHP-0012250,PO-SYN-0009569,WH-11,FedEx,Ocean Freight,20-01-2025,04-02-2025,15-02-2025,3404.16,USD,Delayed_Weather,0
SHP-0012251,PO-SYN-0003315,WH-18,DHL Express,Road Transport,29-01-2025,13-02-2025,15-02-2025,3294.82,USD,Scheduled,13668.53
SHP-0012252,PO-SYN-0004935,WH-26,FedEx Express,Air Freight,26-07-2024,10-08-2024,31-08-2024,4970.67,USD,Delivered,14248.28
SHP-0012253,PO-SYN-0007710,WH-19,Maersk,Truck,30-04-2024,15-05-2024,22-05-2024,3483.08,USD,Port_Customs_Hold,22851.64
SHP-0012254,PO-SYN-0010760,WH-27,FedEx,Air Freight,03-06-2026,18-06-2026,24-06-2026,153.19,USD,Port_Customs_Hold,475.45
SHP-0012255,PO-SYN-0017648,WH-01,DHL Express,Air Freight,02-01-2026,17-01-2026,11-02-2026,2868.36,USD,Delivered,14624.32
SHP-0012256,PO-SYN-0013106,WH-33,MSC Logistics,Ocean Freight,21-10-2024,05-11-2024,14-11-2024,816.7,USD,Delivered,5175.97
SHP-0012257,PO-SYN-0000086,WH-09,FedEx,Truck,28-04-2024,13-05-2024,02-06-2024,2107.59,USD,Delivered,17391.53
SHP-0012258,PO-SYN-0009119,WH-19,FedEx,Air Freight,28-04-2026,13-05-2026,11-05-2026,1482.79,USD,In_Transit,7273.79
SHP-0012259,PO-SYN-0007454,WH-05,FedEx,Air Freight,16-02-2026,03-03-2026,14-03-2026,5448.71,USD,Delivered,16623.99
SHP-0012260,PO-SYN-0006761,WH-13,DHL,Road Transport,27-03-2024,11-04-2024,17-04-2024,1604.65,USD,In_Transit,6152.255
SHP-0012261,PO-SYN-0017259,WH-07,MSC Logistics,Road Transport,02-04-2024,17-04-2024,24-04-2024,404.11,USD,Delayed_Weather,1630.84
SHP-0012262,PO-SYN-0000327,WH-46,MSC Logistics,Ocean Freight,11-06-2024,26-06-2024,20-06-2024,3095.11,USD,Delivered,13339.26
SHP-0012263,PO-SYN-0018053,WH-33,DHL Express,Road Transport,27-10-2025,11-11-2025,19-11-2025,1399.39,USD,Delivered,6894.85
SHP-0012264,PO-SYN-0013599,WH-47,Maersk,Air Freight,18-10-2024,02-11-2024,08-11-2024,6742.73,USD,Delayed_Weather,20075.96
SHP-0012265,PO-SYN-0010188,WH-34,FedEx Express,Truck,13-12-2024,28-12-2024,05-01-2025,3213.95,USD,Scheduled,11649.33
SHP-0012266,PO-SYN-0001449,WH-41,Maersk Line,Road Transport,18-05-2026,02-06-2026,10-06-2026,2672.92,USD,Port_Customs_Hold,12690.24
SHP-0012267,PO-SYN-0014460,WH-40,MSC Logistics,Ocean Freight,08-01-2026,23-01-2026,23-01-2026,2788.04,USD,Delayed_Weather,11694.01
SHP-0012268,PO-SYN-0002564,WH-24,FedEx Express,Road Transport,25-10-2024,09-11-2024,02-11-2024,417.27,USD,Delivered,3158.39
SHP-0012269,PO-SYN-0015882,WH-05,FedEx,Ocean Freight,12-09-2024,27-09-2024,28-09-2024,2298.2,USD,Delayed_Weather,12925.2
SHP-0012270,PO-SYN-0014561,WH-12,Maersk,Air Freight,06-06-2024,21-06-2024,24-06-2024,178.51,USD,In_Transit,577.48
SHP-0012271,PO-SYN-0005936,WH-24,FedEx,Truck,04-07-2024,19-07-2024,11-08-2024,251.56,USD,Delivered,2064.72
SHP-0012272,PO-SYN-0015696,WH-08,MSC Logistics,Ocean Freight,22-03-2026,06-04-2026,17-04-2026,5164.84,USD,In_Transit,16286.04
SHP-0012273,PO-SYN-0018629,WH-38,Maersk Line,Road Transport,26-06-2025,11-07-2025,16-07-2025,3424.12,USD,In_Transit,13089.49
SHP-0012274,PO-SYN-0001930,WH-05,Maersk,Air Freight,19-02-2026,06-03-2026,15-03-2026,2807.41,USD,In_Transit,9487.43
SHP-0012275,PO-SYN-0005552,WH-49,Maersk,Air Freight,07-04-2024,22-04-2024,25-04-2024,3185.63,USD,Scheduled,9670.03
SHP-0012276,PO-SYN-0004963,WH-12,DHL Express,Truck,09-05-2024,24-05-2024,03-06-2024,3849.03,USD,In_Transit,14090.07
SHP-0012277,PO-SYN-0008809,WH-37,DHL,Truck,14-05-2024,29-05-2024,30-05-2024,1284.63,USD,Scheduled,6400.15
SHP-0012278,PO-SYN-0015564,WH-39,Maersk,Ocean Freight,01-10-2024,16-10-2024,26-10-2024,3678.29,USD,Scheduled,0
SHP-0012279,PO-SYN-0017494,WH-29,MSC Logistics,Ocean Freight,21-03-2024,05-04-2024,14-04-2024,4390.31,USD,Port_Customs_Hold,22800.79
SHP-0012280,PO-SYN-0013018,WH-41,DHL,Ocean Freight,02-02-2026,17-02-2026,18-02-2026,2876.71,USD,Delayed_Weather,9590.64
SHP-0012281,PO-SYN-0003188,WH-17,FedEx Express,Truck,19-05-2024,03-06-2024,28-05-2024,377.44,USD,Delivered,1434.42
SHP-0012282,PO-SYN-0003503,WH-41,Maersk,Road Transport,29-05-2025,13-06-2025,11-06-2025,922.49,USD,In_Transit,3066.49
SHP-0012283,PO-SYN-0018465,WH-12,FedEx,Truck,02-12-2024,17-12-2024,01-01-2025,6721.37,USD,Delivered,22517.96
SHP-0012284,PO-SYN-0014388,WH-44,Maersk Line,Road Transport,11-06-2026,26-06-2026,25-06-2026,632,USD,In_Transit,3336.32
SHP-0012285,PO-SYN-0001677,WH-03,Maersk Line,Air Freight,22-10-2025,06-11-2025,12-11-2025,2008.01,USD,Delayed_Weather,13365.9
SHP-0012286,PO-SYN-0016135,WH-35,MSC Logistics,Air Freight,22-04-2025,07-05-2025,13-05-2025,6894.49,USD,Port_Customs_Hold,24221.63
SHP-0012287,PO-SYN-0005880,WH-15,DB Schenker,Ocean Freight,05-06-2024,20-06-2024,05-07-2024,1610.74,USD,Delivered,7457.52
SHP-0012288,PO-SYN-0001062,WH-36,Maersk,Ocean Freight,20-05-2026,04-06-2026,11-06-2026,2893.79,USD,In_Transit,9018.9
SHP-0012289,PO-SYN-0018836,WH-28,DHL,Ocean Freight,22-02-2026,09-03-2026,08-03-2026,441.08,USD,Delivered,2630.6
SHP-0012290,PO-SYN-0004532,WH-20,Maersk,Road Transport,18-11-2024,03-12-2024,01-12-2024,4070.28,USD,Delayed_Weather,15369.38
SHP-0012291,PO-SYN-0012147,WH-37,DHL,Ocean Freight,11-08-2024,26-08-2024,30-08-2024,1782.56,USD,Delivered,6264.48
SHP-0012292,PO-SYN-0010877,WH-50,FedEx Express,Air Freight,06-01-2025,21-01-2025,28-01-2025,336.84,USD,In_Transit,0
SHP-0012293,PO-SYN-0014907,WH-04,FedEx,Road Transport,10-12-2025,25-12-2025,26-12-2025,433.64,USD,Delayed_Weather,1429.96
SHP-0012294,PO-SYN-0019676,WH-16,FedEx,Truck,03-02-2026,18-02-2026,01-03-2026,594.6,USD,Delivered,3024.39
SHP-0012295,PO-SYN-0018197,WH-38,FedEx,Truck,24-02-2026,11-03-2026,21-03-2026,1126.87,USD,In_Transit,8373.64
SHP-0012296,PO-SYN-0017706,WH-43,Maersk Line,Air Freight,16-06-2024,01-07-2024,19-06-2024,2676.42,USD,Delivered,8629.54
SHP-0012297,PO-SYN-0008519,WH-37,FedEx Express,Road Transport,02-06-2026,17-06-2026,20-06-2026,2570.01,USD,Delivered,7544.25
SHP-0012298,PO-SYN-0003116,WH-19,Maersk,Truck,19-04-2024,04-05-2024,15-05-2024,1182.85,USD,Delayed_Weather,3783.29
SHP-0012299,PO-SYN-0013639,WH-43,Maersk,Air Freight,10-05-2024,25-05-2024,04-06-2024,5161.27,USD,In_Transit,15525.81
SHP-0012300,PO-SYN-0010021,WH-05,DHL Express,Air Freight,17-02-2026,04-03-2026,12-02-2026,3211.26,USD,Delivered,6152.255
SHP-0012301,PO-SYN-0016819,WH-35,MSC Logistics,Ocean Freight,14-03-2024,29-03-2024,29-03-2024,2955.13,USD,Scheduled,22321.46
SHP-0012302,PO-SYN-0010247,WH-30,FedEx Express,Ocean Freight,20-12-2025,04-01-2026,08-01-2026,2695.51,USD,Port_Customs_Hold,21597.46
SHP-0012303,PO-SYN-0015790,WH-07,DB Schenker,Air Freight,03-04-2026,18-04-2026,25-04-2026,2856.24,USD,Delayed_Weather,9838.18
SHP-0012304,PO-SYN-0002407,WH-01,Maersk Line,Air Freight,24-04-2026,09-05-2026,11-05-2026,4680.91,USD,Delivered,23417.11
